Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
setembro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54319,1504
setembro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24533,24712,35826,1460
setembro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
setembro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776277,780337,4379894,5642
setembro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
setembro 2021,1.15 Soja,Rio Grande do Sul,6107208,6107270,20419562,3344
setembro 2021,1.17 Trigo,Rio Grande do Sul,1171062,1171492,3580843,3058
setembro 2021,15 Fumo,Rio Grande do Sul,162564,162564,345595,2126
outubro 2021,1.4 Arroz,Rio Grande do Sul,949073,949073,8258255,8701
outubro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54319,1504
outubro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24290,24469,35389,1457
outubro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
outubro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776277,780337,4379651,5642
outubro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
outubro 2021,1.15 Soja,Rio Grande do Sul,6107258,6107320,20419712,3344
outubro 2021,1.17 Trigo,Rio Grande do Sul,1194903,1195333,3558191,2978
outubro 2021,15 Fumo,Rio Grande do Sul,159717,159717,344496,2157
novembro 2021,1.4 Arroz,Rio Grande do Sul,949073,949073,8258255,8701
novembro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54319,1504
novembro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24290,24469,35389,1457
novembro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
novembro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776277,780337,4379651,5642
novembro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
novembro 2021,1.15 Soja,Rio Grande do Sul,6107258,6107320,20419712,3344
novembro 2021,1.17 Trigo,Rio Grande do Sul,1194903,1195333,3558191,2978
novembro 2021,15 Fumo,Rio Grande do Sul,159717,159717,344496,2157
dezembro 2021,1.4 Arroz,Rio Grande do Sul,949611,949611,8295840,8736
dezembro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36080,36578,54247,1504
dezembro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24290,24469,35389,1457
dezembro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
dezembro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776082,780142,4391398,5658
dezembro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
dezembro 2021,1.15 Soja,Rio Grande do Sul,6107558,6107620,20421119,3344
dezembro 2021,1.17 Trigo,Rio Grande do Sul,1228978,1228978,3545796,2885
dezembro 2021,15 Fumo,Rio Grande do Sul,159717,159717,344496,2157
janeiro 2022,1.4 Arroz,Rio Grande do Sul,953022,953022,7816015,8201
janeiro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,33579,33579,61583,1834
janeiro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,24478,24478,38324,1566
janeiro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
janeiro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,816921,818171,5527212,6766
janeiro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
janeiro 2022,1.15 Soja,Rio Grande do Sul,6362434,6362434,21071023,3312
janeiro 2022,1.17 Trigo,Rio Grande do Sul,1127077,1127507,2885317,2560
janeiro 2022,15 Fumo,Rio Grande do Sul,151222,151222,327358,2165
fevereiro 2022,1.4 Arroz,Rio Grande do Sul,933447,952840,7471177,8004
fevereiro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,32644,32734,47971,1470
fevereiro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,24602,24602,37811,1537
fevereiro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
fevereiro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,798357,804427,3856406,4830
fevereiro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
fevereiro 2022,1.15 Soja,Rio Grande do Sul,6334353,6362588,13105770,2069
fevereiro 2022,1.17 Trigo,Rio Grande do Sul,1142799,1143229,2873980,2515
fevereiro 2022,15 Fumo,Rio Grande do Sul,150702,150705,310917,2063
marco 2022,1.4 Arroz,Rio Grande do Sul,939121,964777,7417818,7899
marco 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31926,32136,42601,1334
marco 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,26961,27023,39704,1473
marco 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
marco 2022,1.13 Milho (1 Safra),Rio Grande do Sul,775571,786116,3024976,3900
marco 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
marco 2022,1.15 Soja,Rio Grande do Sul,6278846,6381617,9495492,1512
marco 2022,1.17 Trigo,Rio Grande do Sul,1143618,1144048,2887549,2525
marco 2022,15 Fumo,Rio Grande do Sul,150032,150032,292971,1953
abril 2022,1.4 Arroz,Rio Grande do Sul,939121,964777,7417818,7899
abril 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31926,32136,42601,1334
abril 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,26961,27023,39704,1473
abril 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
abril 2022,1.13 Milho (1 Safra),Rio Grande do Sul,775571,786116,3024976,3900
abril 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
abril 2022,1.15 Soja,Rio Grande do Sul,6278846,6381617,9495492,1512
abril 2022,1.17 Trigo,Rio Grande do Sul,1143618,1144048,2887549,2525
abril 2022,15 Fumo,Rio Grande do Sul,150032,150032,292971,1953
maio 2022,1.4 Arroz,Rio Grande do Sul,935445,963781,7436447,7950
maio 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31804,32020,42188,1326
maio 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,28978,29000,43956,1517
maio 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
maio 2022,1.13 Milho (1 Safra),Rio Grande do Sul,774662,785575,2983639,3852
maio 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
maio 2022,1.15 Soja,Rio Grande do Sul,6227383,6387985,9163740,1472
maio 2022,1.17 Trigo,Rio Grande do Sul,1275791,1275791,3802775,2981
maio 2022,15 Fumo,Rio Grande do Sul,149401,149404,292106,1955
junho 2022,1.4 Arroz,Rio Grande do Sul,935445,963781,7436447,7950
junho 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31804,32020,42188,1326
junho 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,28978,29000,43956,1517
junho 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
junho 2022,1.13 Milho (1 Safra),Rio Grande do Sul,774662,785575,2983639,3852
junho 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
junho 2022,1.15 Soja,Rio Grande do Sul,6227383,6387985,9163740,1472
junho 2022,1.17 Trigo,Rio Grande do Sul,1275791,1275791,3802775,2981
junho 2022,15 Fumo,Rio Grande do Sul,149401,149404,292106,1955
julho 2022,1.4 Arroz,Rio Grande do Sul,934380,963833,7478711,8004
julho 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
julho 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30077,30374,44685,1486
julho 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
julho 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772591,784335,3005494,3890
julho 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
julho 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9326531,1500
julho 2022,1.17 Trigo,Rio Grande do Sul,1463754,1463754,4573993,3125
julho 2022,15 Fumo,Rio Grande do Sul,149409,149412,292874,1960
agosto 2022,1.4 Arroz,Rio Grande do Sul,934380,963833,7478711,8004
agosto 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
agosto 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30077,30374,44685,1486
agosto 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
agosto 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772591,784335,3005494,3890
agosto 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
agosto 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9326531,1500
agosto 2022,1.17 Trigo,Rio Grande do Sul,1463754,1463754,4573993,3125
agosto 2022,15 Fumo,Rio Grande do Sul,149409,149412,292874,1960
setembro 2022,1.4 Arroz,Rio Grande do Sul,934380,963833,7478711,8004
setembro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
setembro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30077,30374,44745,1488
setembro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
setembro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772591,784335,3001734,3885
setembro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
setembro 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9341831,1503
setembro 2022,1.17 Trigo,Rio Grande do Sul,1464449,1464449,4614920,3151
setembro 2022,15 Fumo,Rio Grande do Sul,149407,149410,292878,1960
outubro 2022,1.4 Arroz,Rio Grande do Sul,931934,961714,7493127,8040
outubro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
outubro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30057,30374,44700,1487
outubro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
outubro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772541,784285,3000740,3884
outubro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
outubro 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9341148,1503
outubro 2022,1.17 Trigo,Rio Grande do Sul,1497186,1497186,4807068,3211
outubro 2022,15 Fumo,Rio Grande do Sul,149149,149152,294029,1971
novembro 2022,1.4 Arroz,Rio Grande do Sul,931934,961714,7493127,8040
novembro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
novembro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30057,30374,44700,1487
novembro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
novembro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772541,784285,3000740,3884
novembro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
novembro 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9341148,1503
novembro 2022,1.17 Trigo,Rio Grande do Sul,1497186,1497186,4807068,3211
novembro 2022,15 Fumo,Rio Grande do Sul,149149,149152,294029,1971
dezembro 2022,1.4 Arroz,Rio Grande do Sul,931381,961161,7488433,8040
dezembro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31780,32000,40740,1282
dezembro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30077,30394,44617,1483
dezembro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
dezembro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772541,784285,3000740,3884
dezembro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
dezembro 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9341148,1503
dezembro 2022,1.17 Trigo,Rio Grande do Sul,1528992,1528992,5288030,3459
dezembro 2022,15 Fumo,Rio Grande do Sul,149149,149152,294029,1971
janeiro 2023,1.4 Arroz,Rio Grande do Sul,868033,868034,7108592,8189
janeiro 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28680,28695,47123,1643
janeiro 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,27373,27374,41995,1534
janeiro 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
janeiro 2023,1.13 Milho (1 Safra),Rio Grande do Sul,840704,840704,5830607,6935
janeiro 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
janeiro 2023,1.15 Soja,Rio Grande do Sul,6628647,6628647,21256537,3207
janeiro 2023,1.17 Trigo,Rio Grande do Sul,1463754,1463754,4078019,2786
janeiro 2023,15 Fumo,Rio Grande do Sul,147792,147795,314438,2128
fevereiro 2023,1.4 Arroz,Rio Grande do Sul,844347,867307,6828316,8087
fevereiro 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28330,28350,44461,1569
fevereiro 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,25634,25635,40223,1569
fevereiro 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
fevereiro 2023,1.13 Milho (1 Safra),Rio Grande do Sul,833433,834342,5048848,6058
fevereiro 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
fevereiro 2023,1.15 Soja,Rio Grande do Sul,6618511,6638744,18252592,2758
fevereiro 2023,1.17 Trigo,Rio Grande do Sul,1461854,1461854,4060499,2778
fevereiro 2023,15 Fumo,Rio Grande do Sul,148429,148432,304600,2052
marco 2023,1.4 Arroz,Rio Grande do Sul,833836,857896,6656454,7983
marco 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28350,28382,40765,1438
marco 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,21602,21607,32963,1526
marco 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
marco 2023,1.13 Milho (1 Safra),Rio Grande do Sul,820136,825563,4135355,5042
marco 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
marco 2023,1.15 Soja,Rio Grande do Sul,6615242,6637125,14734259,2227
marco 2023,1.17 Trigo,Rio Grande do Sul,1461854,1461854,4060499,2778
marco 2023,15 Fumo,Rio Grande do Sul,148334,148337,290835,1961
abril 2023,1.4 Arroz,Rio Grande do Sul,833836,857896,6656454,7983
abril 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28350,28382,40765,1438
abril 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,21602,21607,32963,1526
abril 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
abril 2023,1.13 Milho (1 Safra),Rio Grande do Sul,820136,825563,4135355,5042
abril 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
abril 2023,1.15 Soja,Rio Grande do Sul,6615242,6637125,14734259,2227
abril 2023,1.17 Trigo,Rio Grande do Sul,1461854,1461854,4060499,2778
abril 2023,15 Fumo,Rio Grande do Sul,148334,148337,290835,1961
maio 2023,1.4 Arroz,Rio Grande do Sul,851964,861224,6859735,8052
maio 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28329,28361,40725,1438
maio 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,19300,19711,28709,1488
maio 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
maio 2023,1.13 Milho (1 Safra),Rio Grande do Sul,817025,823267,3955369,4841
maio 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
maio 2023,1.15 Soja,Rio Grande do Sul,6653727,6658472,12970362,1949
maio 2023,1.17 Trigo,Rio Grande do Sul,1500318,1500318,4710903,3140
maio 2023,15 Fumo,Rio Grande do Sul,148113,148116,290289,1960
junho 2023,1.4 Arroz,Rio Grande do Sul,851964,861224,6859735,8052
junho 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28329,28361,40725,1438
junho 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,19300,19711,28709,1488
junho 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
junho 2023,1.13 Milho (1 Safra),Rio Grande do Sul,817025,823267,3955369,4841
junho 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
junho 2023,1.15 Soja,Rio Grande do Sul,6653727,6658472,12970362,1949
junho 2023,1.17 Trigo,Rio Grande do Sul,1500318,1500318,4710903,3140
junho 2023,15 Fumo,Rio Grande do Sul,148113,148116,290289,1960
julho 2023,1.4 Arroz,Rio Grande do Sul,845071,859196,6892329,8156
julho 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28329,28361,40688,1436
julho 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,19249,19660,27899,1449
julho 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
julho 2023,1.13 Milho (1 Safra),Rio Grande do Sul,816948,823326,3954830,4841
julho 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
julho 2023,1.15 Soja,Rio Grande do Sul,6646966,6651731,12708118,1912
julho 2023,1.17 Trigo,Rio Grande do Sul,1499759,1499759,4808435,3206
julho 2023,15 Fumo,Rio Grande do Sul,148110,148113,290269,1960
agosto 2023,1.4 Arroz,Rio Grande do Sul,845071,859196,6892329,8156
agosto 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28329,28361,40688,1436
agosto 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,19249,19660,27899,1449
agosto 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
agosto 2023,1.13 Milho (1 Safra),Rio Grande do Sul,816948,823326,3954830,4841
agosto 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
agosto 2023,1.15 Soja,Rio Grande do Sul,6646966,6651731,12708118,1912
agosto 2023,1.17 Trigo,Rio Grande do Sul,1499759,1499759,4808435,3206
agosto 2023,15 Fumo,Rio Grande do Sul,148110,148113,290269,1960
setembro 2023,1.4 Arroz,Rio Grande do Sul,840593,854749,6939953,8256
setembro 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28329,28361,40688,1436
setembro 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,19249,19660,27899,1449
setembro 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
setembro 2023,1.13 Milho (1 Safra),Rio Grande do Sul,816218,823196,3963759,4856
setembro 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
setembro 2023,1.15 Soja,Rio Grande do Sul,6636966,6641731,12688796,1912
setembro 2023,1.17 Trigo,Rio Grande do Sul,1495354,1495454,4796057,3207
setembro 2023,15 Fumo,Rio Grande do Sul,148150,148153,298152,2013
outubro 2023,1.4 Arroz,Rio Grande do Sul,835415,851708,7066687,8459
outubro 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28331,28360,40691,1436
outubro 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,19249,19660,28016,1455
outubro 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
outubro 2023,1.13 Milho (1 Safra),Rio Grande do Sul,816193,823031,3962100,4854
outubro 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
outubro 2023,1.15 Soja,Rio Grande do Sul,6637135,6640385,12688793,1912
outubro 2023,1.17 Trigo,Rio Grande do Sul,1500855,1502179,3723130,2481
outubro 2023,15 Fumo,Rio Grande do Sul,147927,147927,298425,2017
novembro 2023,1.4 Arroz,Rio Grande do Sul,835415,851708,7066687,8459
novembro 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28331,28360,40691,1436
novembro 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,19249,19660,28016,1455
novembro 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
novembro 2023,1.13 Milho (1 Safra),Rio Grande do Sul,816193,823031,3962100,4854
novembro 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
novembro 2023,1.15 Soja,Rio Grande do Sul,6637135,6640385,12688793,1912
novembro 2023,1.17 Trigo,Rio Grande do Sul,1500855,1502179,3723130,2481
novembro 2023,15 Fumo,Rio Grande do Sul,147927,147927,298425,2017
dezembro 2023,1.4 Arroz,Rio Grande do Sul,829045,845423,7109123,8575
dezembro 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28328,28357,40687,1436
dezembro 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,19249,19660,28016,1455
dezembro 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
dezembro 2023,1.13 Milho (1 Safra),Rio Grande do Sul,815828,822666,3960378,4854
dezembro 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
dezembro 2023,1.15 Soja,Rio Grande do Sul,6639040,6642290,12693487,1912
dezembro 2023,1.17 Trigo,Rio Grande do Sul,1496316,1505807,2620493,1751
dezembro 2023,15 Fumo,Rio Grande do Sul,147824,147824,298474,2019
janeiro 2024,1.4 Arroz,Rio Grande do Sul,902818,902820,7366139,8159
janeiro 2024,1.8 Feijao (1 Safra),Rio Grande do Sul,27766,27918,46266,1666
janeiro 2024,1.9 Feijao (2 Safra),Rio Grande do Sul,18887,18906,28059,1486
janeiro 2024,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
janeiro 2024,1.13 Milho (1 Safra),Rio Grande do Sul,824786,827250,5917986,7175
janeiro 2024,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
janeiro 2024,1.15 Soja,Rio Grande do Sul,6716022,6716122,21446876,3193
janeiro 2024,1.17 Trigo,Rio Grande do Sul,1499759,1499759,4547269,3032
janeiro 2024,15 Fumo,Rio Grande do Sul,148398,148477,293401,1977
fevereiro 2024,1.4 Arroz,Rio Grande do Sul,903275,905227,7372768,8162
fevereiro 2024,1.8 Feijao (1 Safra),Rio Grande do Sul,27514,27673,48847,1775
fevereiro 2024,1.9 Feijao (2 Safra),Rio Grande do Sul,20346,20365,30194,1484
fevereiro 2024,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
fevereiro 2024,1.13 Milho (1 Safra),Rio Grande do Sul,815603,818267,5509461,6755
fevereiro 2024,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
fevereiro 2024,1.15 Soja,Rio Grande do Sul,6691698,6692798,21727804,3247
fevereiro 2024,1.17 Trigo,Rio Grande do Sul,1497903,1497903,4498559,3003
fevereiro 2024,15 Fumo,Rio Grande do Sul,149024,149103,287918,1932
marco 2024,1.4 Arroz,Rio Grande do Sul,896295,898640,7411565,8269
marco 2024,1.8 Feijao (1 Safra),Rio Grande do Sul,27600,27680,46267,1676
marco 2024,1.9 Feijao (2 Safra),Rio Grande do Sul,20513,20513,31724,1547
marco 2024,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
marco 2024,1.13 Milho (1 Safra),Rio Grande do Sul,810111,811944,5007602,6181
marco 2024,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
marco 2024,1.15 Soja,Rio Grande do Sul,6698706,6700006,21729500,3244
marco 2024,1.17 Trigo,Rio Grande do Sul,1498453,1498453,4507277,3008
marco 2024,15 Fumo,Rio Grande do Sul,151234,151313,290645,1922
abril 2024,1.4 Arroz,Rio Grande do Sul,896295,898640,7411565,8269
abril 2024,1.8 Feijao (1 Safra),Rio Grande do Sul,27600,27680,46267,1676
abril 2024,1.9 Feijao (2 Safra),Rio Grande do Sul,20513,20513,31724,1547
abril 2024,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
abril 2024,1.13 Milho (1 Safra),Rio Grande do Sul,810111,811944,5007602,6181
abril 2024,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
abril 2024,1.15 Soja,Rio Grande do Sul,6698706,6700006,21729500,3244
abril 2024,1.17 Trigo,Rio Grande do Sul,1498453,1498453,4507277,3008
abril 2024,15 Fumo,Rio Grande do Sul,151234,151313,290645,1922
maio 2024,1.4 Arroz,Rio Grande do Sul,888192,899016,7290719,8208
maio 2024,1.8 Feijao (1 Safra),Rio Grande do Sul,27605,27685,40747,1476
maio 2024,1.9 Feijao (2 Safra),Rio Grande do Sul,20948,21574,25119,1199
maio 2024,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
maio 2024,1.13 Milho (1 Safra),Rio Grande do Sul,804907,810061,4678033,5812
maio 2024,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
maio 2024,1.15 Soja,Rio Grande do Sul,6661645,6707273,20282186,3045
maio 2024,1.17 Trigo,Rio Grande do Sul,1351571,1351571,4218644,3121
maio 2024,15 Fumo,Rio Grande do Sul,151307,151386,290651,1921
junho 2024,1.4 Arroz,Rio Grande do Sul,888192,899016,7290719,8208
junho 2024,1.8 Feijao (1 Safra),Rio Grande do Sul,27605,27685,40747,1476
junho 2024,1.9 Feijao (2 Safra),Rio Grande do Sul,20948,21574,25119,1199
junho 2024,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
junho 2024,1.13 Milho (1 Safra),Rio Grande do Sul,804907,810061,4678033,5812
junho 2024,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
junho 2024,1.15 Soja,Rio Grande do Sul,6661645,6707273,20282186,3045
junho 2024,1.17 Trigo,Rio Grande do Sul,1351571,1351571,4218644,3121
junho 2024,15 Fumo,Rio Grande do Sul,151307,151386,290651,1921
julho 2024,1.4 Arroz,Rio Grande do Sul,859437,906878,7087000,8246
julho 2024,1.8 Feijao (1 Safra),Rio Grande do Sul,27546,27639,40683,1477
julho 2024,1.9 Feijao (2 Safra),Rio Grande do Sul,21167,22067,22923,1083
julho 2024,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
julho 2024,1.13 Milho (1 Safra),Rio Grande do Sul,798800,808916,4500402,5634
julho 2024,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
julho 2024,1.15 Soja,Rio Grande do Sul,6499353,6708247,18258064,2809
julho 2024,1.17 Trigo,Rio Grande do Sul,1344499,1344509,4367082,3248
julho 2024,15 Fumo,Rio Grande do Sul,151823,151902,289643,1908
agosto 2024,1.4 Arroz,Rio Grande do Sul,859437,906878,7087000,8246
agosto 2024,1.8 Feijao (1 Safra),Rio Grande do Sul,27546,27639,40683,1477
agosto 2024,1.9 Feijao (2 Safra),Rio Grande do Sul,21167,22067,22923,1083
agosto 2024,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
agosto 2024,1.13 Milho (1 Safra),Rio Grande do Sul,798800,808916,4500402,5634
agosto 2024,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
agosto 2024,1.15 Soja,Rio Grande do Sul,6499353,6708247,18258064,2809
