Data Medicao,TemperaturaMedia C?,CodEstacao,Nome,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",n
fevereiro 2014,,A843,Parana,,,,
marco 2014,,A843,Parana,,"950,6","2,3",
abril 2014,,A843,Parana,,"952,6","1,8",
maio 2014,,A843,Parana,,953,"1,6",
junho 2014,16.6,A843,Parana,,"953,8","1,8",
julho 2014,16.0,A843,Parana,"181,8","956,6","1,2",
agosto 2014,18.4,A843,Parana,"7,6","954,8","1,1",
setembro 2014,19.9,A843,Parana,,"951,6","1,4",
outubro 2014,23.1,A843,Parana,"72,4","951,4","1,7",
novembro 2014,22.8,A843,Parana,"122,6","949,3","0,9",
dezembro 2014,,A843,Parana,,,,
janeiro 2015,,A843,Parana,,,,
fevereiro 2015,,A843,Parana,,,,
marco 2015,,A843,Parana,,,,
abril 2015,,A843,Parana,,,,
maio 2015,18.1,A843,Parana,,"954,5","2,6",
junho 2015,17.1,A843,Parana,"132,2","955,7","2,6",
julho 2015,15.8,A843,Parana,337,"954,1","2,7",
agosto 2015,19.9,A843,Parana,"53,2","953,4","2,7",
setembro 2015,20.3,A843,Parana,142,"950,1","2,7",
outubro 2015,22.6,A843,Parana,"145,4","950,4",3,
novembro 2015,21.8,A843,Parana,256,"948,4","2,5",
dezembro 2015,22.9,A843,Parana,397,"949,3","2,4",
janeiro 2016,24.6,A843,Parana,"170,4","948,5","2,4",
fevereiro 2016,24.4,A843,Parana,"216,6","950,1","2,3",
marco 2016,21.9,A843,Parana,165,952,"2,5",
abril 2016,22.6,A843,Parana,66,"951,8","2,4",
maio 2016,16.3,A843,Parana,192,"954,7","2,3",
junho 2016,13.5,A843,Parana,"59,6",957,"2,4",
julho 2016,15.7,A843,Parana,"114,6","954,5","2,5",
agosto 2016,,A843,Parana,,,,
setembro 2016,18.7,A843,Parana,,,,
outubro 2016,20.1,A843,Parana,"120,2","950,7",3,
novembro 2016,22.1,A843,Parana,"163,6","949,8","2,8",
dezembro 2016,22.7,A843,Parana,"130,4","949,1","2,4",
janeiro 2017,23.7,A843,Parana,"140,4","949,8","2,3",
fevereiro 2017,24.1,A843,Parana,,"949,7","2,2",
marco 2017,23.2,A843,Parana,,"951,2","2,4",
abril 2017,19.9,A843,Parana,,"952,5","2,5",
maio 2017,19.0,A843,Parana,250,"952,6","2,2",
junho 2017,16.8,A843,Parana,,"955,3","2,3",
julho 2017,16.2,A843,Parana,"7,2",959,"2,9",
agosto 2017,18.7,A843,Parana,"123,8","953,3","3,1",
setembro 2017,23.7,A843,Parana,"12,2","953,6","3,2",
outubro 2017,,A843,Parana,,,,
novembro 2017,21.8,A843,Parana,,,,
dezembro 2017,23.7,A843,Parana,"293,4",948,"1,8",
janeiro 2018,22.9,A843,Parana,"271,8","949,2","1,6",
fevereiro 2018,23.0,A843,Parana,"186,2","949,7","2,4",
marco 2018,23.4,A843,Parana,"231,8","949,4",2,
abril 2018,22.2,A843,Parana,42,"953,7","1,6",
maio 2018,18.2,A843,Parana,"91,4","954,6",2,
junho 2018,15.2,A843,Parana,"121,6","955,3","1,7",
julho 2018,17.3,A843,Parana,"9,8","954,9","0,9",
agosto 2018,15.0,A843,Parana,"90,2","955,4","0,9",
setembro 2018,18.9,A843,Parana,"197,2","951,2","1,3",
outubro 2018,20.4,A843,Parana,"294,2","950,1","0,9",
novembro 2018,23.1,A843,Parana,"206,6","949,6","2,1",
dezembro 2018,23.8,A843,Parana,"28,8",950,"1,4",
janeiro 2019,25.0,A843,Parana,"97,6",951,"0,8",
fevereiro 2019,23.3,A843,Parana,"206,4","949,6","1,1",
marco 2019,22.7,A843,Parana,115,"951,8","0,9",
abril 2019,21.3,A843,Parana,"125,8","951,5","0,4",
maio 2019,19.0,A843,Parana,"175,8","952,3","0,8",
junho 2019,18.5,A843,Parana,"76,8","955,3","0,7",
julho 2019,15.7,A843,Parana,10,"955,5","0,9",
agosto 2019,17.4,A843,Parana,,"956,4","1,4",
setembro 2019,21.4,A843,Parana,1,"951,9","1,9",
outubro 2019,,A843,Parana,,,,
novembro 2019,,A843,Parana,,,,
dezembro 2019,23.0,A843,Parana,"170,6","949,2","0,7",
janeiro 2020,24.1,A843,Parana,"133,8","948,4","0,9",
fevereiro 2020,24.3,A843,Parana,"116,4","950,2","1,4",
marco 2020,23.8,A843,Parana,"22,4","951,6","0,9",
abril 2020,19.7,A843,Parana,"57,4","953,6",1,
maio 2020,16.1,A843,Parana,250,"954,3","0,5",
junho 2020,17.5,A843,Parana,"162,6","953,4",1,
julho 2020,16.0,A843,Parana,"62,6",954,"0,9",
agosto 2020,17.8,A843,Parana,176,"954,4",1,
setembro 2020,22.4,A843,Parana,,,,
outubro 2020,,A843,Parana,,,,
novembro 2020,,A843,Parana,,,,
dezembro 2020,,A843,Parana,,,,
janeiro 2021,,A843,Parana,,,,
fevereiro 2021,,A843,Parana,,,,
marco 2021,,A843,Parana,,,,
abril 2021,,A843,Parana,,,,
maio 2021,,A843,Parana,,,,
junho 2021,,A843,Parana,,,,
julho 2021,,A843,Parana,,,,
agosto 2021,,A843,Parana,,,,
setembro 2021,,A843,Parana,,,,
outubro 2021,,A843,Parana,,,,
novembro 2021,,A843,Parana,,,,
dezembro 2021,,A843,Parana,,,,
janeiro 2022,,A843,Parana,,,,
fevereiro 2022,,A843,Parana,,,,
marco 2022,,A843,Parana,,,,
abril 2022,,A843,Parana,,,,
maio 2022,,A843,Parana,,,,
junho 2022,,A843,Parana,,,,
julho 2022,,A843,Parana,,,,
agosto 2022,,A843,Parana,,,,
setembro 2022,16.6,A843,Parana,"250,4","952,9","2,9",
outubro 2022,19.8,A843,Parana,"529,4","950,5","2,6",
novembro 2022,20.9,A843,Parana,"105,8","951,2",3,
dezembro 2022,23.5,A843,Parana,"220,6","947,9","2,2",
janeiro 2023,23.3,A843,Parana,"164,8","949,2","2,1",
fevereiro 2023,22.1,A843,Parana,"183,4","949,9",2,
marco 2023,23.4,A843,Parana,"118,8","951,1","2,2",
abril 2023,20.2,A843,Parana,"199,2","951,5","2,2",
maio 2023,18.1,A843,Parana,"99,8","954,4","2,2",
junho 2023,16.1,A843,Parana,188,"955,7","2,4",
julho 2023,17.3,A843,Parana,"194,6","955,1","2,3",
agosto 2023,18.4,A843,Parana,"112,6","952,6","2,5",
setembro 2023,22.0,A843,Parana,"174,6","950,5","2,7",
outubro 2023,21.6,A843,Parana,"600,6","948,7","2,8",
novembro 2023,23.0,A843,Parana,"325,8","948,3","2,1",
dezembro 2023,24.3,A843,Parana,"214,6","949,4","1,5",
janeiro 2024,24.2,A843,Parana,"166,4","949,3",2,
fevereiro 2024,25.1,A843,Parana,193,"950,5","2,2",
marco 2024,24.2,A843,Parana,165,"950,8","2,2",
abril 2024,22.5,A843,Parana,"199,6","951,2","2,2",
maio 2024,22.0,A843,Parana,"340,2",,,
junho 2024,18.8,A843,Parana,161,"953,4","2,3",
julho 2024,15.4,A843,Parana,223,"956,8","2,3",
agosto 2024,17.4,A843,Parana,27,"954,9","2,7",
setembro 2024,22.1,A843,Parana,"131,4","951,3","2,7",
outubro 2024,22.6,A843,Parana,"229,2","950,3","2,9",
novembro 2024,23.5,A843,Parana,158,"948,8","2,5",
dezembro 2024,22.4,A843,Parana,427,"948,1","2,2",
janeiro 2014,24.2,A842,Parana,129,"938,6","2,1",
fevereiro 2014,24.7,A842,Parana,"145,8","937,8","2,5",
marco 2014,22.8,A842,Parana,"166,8","938,3","1,9",
abril 2014,21.2,A842,Parana,"57,4",940,"2,5",
maio 2014,18.5,A842,Parana,0,"940,6","1,7",
junho 2014,17.7,A842,Parana,,"941,6","1,4",
julho 2014,16.7,A842,Parana,0,"944,2","1,5",
agosto 2014,19.2,A842,Parana,11,"942,4","2,2",
setembro 2014,20.6,A842,Parana,"231,6","939,7","3,9",
outubro 2014,23.0,A842,Parana,"18,2","939,5","4,1",
novembro 2014,22.5,A842,Parana,,"937,1","3,5",
dezembro 2014,23.2,A842,Parana,"90,2","937,1","3,3",
janeiro 2015,25.0,A842,Parana,"122,2","938,7","2,7",
fevereiro 2015,22.8,A842,Parana,,"937,5","2,6",
marco 2015,22.2,A842,Parana,173,"938,4","2,6",
abril 2015,21.5,A842,Parana,,"939,5","3,5",
maio 2015,18.7,A842,Parana,"89,4","941,5","3,4",
junho 2015,18.0,A842,Parana,,"943,7","3,4",
julho 2015,18.5,A842,Parana,,,,
agosto 2015,20.8,A842,Parana,,"941,8","3,1",
setembro 2015,23.7,A842,Parana,,,,
outubro 2015,,A842,Parana,,,,
novembro 2015,22.7,A842,Parana,,"936,6","3,1",
dezembro 2015,23.8,A842,Parana,"168,6","937,9","2,4",
janeiro 2016,23.8,A842,Parana,,,,
fevereiro 2016,,A842,Parana,,,,
marco 2016,23.2,A842,Parana,,"939,6",3,
abril 2016,23.7,A842,Parana,"62,6","939,5","2,7",
maio 2016,17.4,A842,Parana,,"942,3","2,8",
junho 2016,16.3,A842,Parana,,"944,3",,
julho 2016,17.5,A842,Parana,,"942,2","2,5",
agosto 2016,,A842,Parana,,,,
setembro 2016,19.4,A842,Parana,,"940,4","3,8",
outubro 2016,20.8,A842,Parana,"132,2","938,4","4,1",
novembro 2016,22.2,A842,Parana,85,"937,2","3,8",
dezembro 2016,23.1,A842,Parana,"194,4","937,1","2,9",
janeiro 2017,,A842,Parana,,,,
fevereiro 2017,,A842,Parana,,,,
marco 2017,22.5,A842,Parana,,"939,2","3,8",
abril 2017,20.7,A842,Parana,"60,2","940,1",4,
maio 2017,19.3,A842,Parana,,"940,3","3,3",
junho 2017,17.8,A842,Parana,,,,
julho 2017,16.9,A842,Parana,0,"946,6","3,4",
agosto 2017,18.6,A842,Parana,84,"941,4","3,7",
setembro 2017,23.4,A842,Parana,"16,8","941,6","3,7",
outubro 2017,21.4,A842,Parana,"258,8","937,9","3,7",
novembro 2017,21.6,A842,Parana,170,"936,3","3,7",
dezembro 2017,23.2,A842,Parana,290,"936,1",3,
janeiro 2018,22.7,A842,Parana,"179,4","937,4","2,8",
fevereiro 2018,22.1,A842,Parana,"111,6","937,4","3,4",
marco 2018,23.9,A842,Parana,"161,8","937,1","2,5",
abril 2018,21.9,A842,Parana,"15,4","941,1","3,4",
maio 2018,19.5,A842,Parana,"31,2",942,"3,2",
junho 2018,18.5,A842,Parana,"37,6","942,6","2,7",
julho 2018,19.7,A842,Parana,7,"942,4","2,8",
agosto 2018,17.0,A842,Parana,"165,8","942,7","3,4",
setembro 2018,20.0,A842,Parana,"136,4","938,9","3,7",
outubro 2018,21.1,A842,Parana,"185,2","937,8","3,7",
novembro 2018,21.7,A842,Parana,,,,
dezembro 2018,,A842,Parana,,,,
janeiro 2019,,A842,Parana,,,,
fevereiro 2019,,A842,Parana,,,,
marco 2019,,A842,Parana,,,,
abril 2019,21.9,A842,Parana,,,,
maio 2019,20.2,A842,Parana,"56,4",940,"2,7",
junho 2019,19.0,A842,Parana,"81,6","943,4","2,6",
julho 2019,17.5,A842,Parana,58,"942,8","2,8",
agosto 2019,19.2,A842,Parana,"0,2","943,8","3,9",
setembro 2019,22.1,A842,Parana,"63,8","939,9",4,
outubro 2019,24.3,A842,Parana,42,"938,2",4,
novembro 2019,23.4,A842,Parana,"186,2","936,7","3,8",
dezembro 2019,22.8,A842,Parana,213,"937,1","2,8",
janeiro 2020,23.2,A842,Parana,"108,8","936,3","2,7",
fevereiro 2020,22.4,A842,Parana,"104,6","937,9","3,1",
marco 2020,23.0,A842,Parana,"50,2","939,2","3,5",
abril 2020,21.2,A842,Parana,30,"940,6",3,
maio 2020,18.9,A842,Parana,"9,2","941,7","2,3",
junho 2020,18.8,A842,Parana,"107,4","941,8","1,8",
julho 2020,,A842,Parana,,,,
agosto 2020,,A842,Parana,,,,
setembro 2020,,A842,Parana,,,,
outubro 2020,,A842,Parana,,,,
novembro 2020,,A842,Parana,,,,
dezembro 2020,,A842,Parana,,,,
janeiro 2021,,A842,Parana,,,,
fevereiro 2021,,A842,Parana,,,,
marco 2021,,A842,Parana,,,,
abril 2021,,A842,Parana,,,,
maio 2021,,A842,Parana,,,,
junho 2021,,A842,Parana,,,,
julho 2021,,A842,Parana,,,,
agosto 2021,,A842,Parana,,,,
setembro 2021,,A842,Parana,,,,
outubro 2021,,A842,Parana,,,,
novembro 2021,,A842,Parana,,,,
dezembro 2021,,A842,Parana,,,,
janeiro 2022,,A842,Parana,,,,
fevereiro 2022,,A842,Parana,,,,
marco 2022,,A842,Parana,,,,
abril 2022,,A842,Parana,,,,
maio 2022,16.8,A842,Parana,"16,8","941,5","0,9",
junho 2022,16.4,A842,Parana,,,,
julho 2022,,A842,Parana,,,,
agosto 2022,17.5,A842,Parana,,"942,8","2,7",
setembro 2022,17.6,A842,Parana,,,,
outubro 2022,21.2,A842,Parana,"201,2","937,9","1,4",
novembro 2022,20.0,A842,Parana,,"938,9","2,7",
dezembro 2022,22.1,A842,Parana,,,,
janeiro 2023,,A842,Parana,,,,
fevereiro 2023,,A842,Parana,,,,
marco 2023,,A842,Parana,,,,
abril 2023,,A842,Parana,,,,
maio 2023,,A842,Parana,,,,
junho 2023,,A842,Parana,,,,
julho 2023,,A842,Parana,,,,
agosto 2023,,A842,Parana,,,,
setembro 2023,,A842,Parana,,,,
outubro 2023,,A842,Parana,,,,
novembro 2023,,A842,Parana,,,,
dezembro 2023,,A842,Parana,,,,
janeiro 2024,,A842,Parana,,,,
fevereiro 2024,,A842,Parana,,,,
marco 2024,,A842,Parana,,,,
abril 2024,,A842,Parana,,,,
maio 2024,,A842,Parana,,,,
junho 2024,,A842,Parana,,,,
julho 2024,,A842,Parana,,,,
agosto 2024,20.5,A842,Parana,,,,
setembro 2024,24.3,A842,Parana,"29,4","939,3","2,6",
outubro 2024,22.9,A842,Parana,65,"938,1","3,9",
novembro 2024,23.1,A842,Parana,139,"936,7","3,1",
dezembro 2024,22.3,A842,Parana,,,,
janeiro 2014,22.1,A841,Santa Catarina,"269,2","926,6","2,2",
fevereiro 2014,21.9,A841,Santa Catarina,182,"926,8","2,6",
marco 2014,19.5,A841,Santa Catarina,"266,4",927,"2,2",
abril 2014,18.1,A841,Santa Catarina,"135,4","928,8",2,
maio 2014,14.5,A841,Santa Catarina,243,"929,1","1,9",
junho 2014,14.0,A841,Santa Catarina,"461,4","929,2","2,3",
julho 2014,13.5,A841,Santa Catarina,"70,6","932,2","2,6",
agosto 2014,15.3,A841,Santa Catarina,"99,2","930,6",2,
setembro 2014,17.4,A841,Santa Catarina,"282,8","927,6","1,9",
outubro 2014,20.1,A841,Santa Catarina,"76,8","928,1","1,5",
novembro 2014,20.3,A841,Santa Catarina,"212,4","925,8","0,7",
dezembro 2014,21.2,A841,Santa Catarina,"266,2","925,4","0,8",
janeiro 2015,21.8,A841,Santa Catarina,"254,6","927,2","0,5",
fevereiro 2015,21.2,A841,Santa Catarina,111,"926,1","0,1",
marco 2015,20.8,A841,Santa Catarina,"127,8","927,1","0,2",
abril 2015,18.2,A841,Santa Catarina,"77,8","928,6","0,2",
maio 2015,15.5,A841,Santa Catarina,"150,4","929,9","0,3",
junho 2015,14.0,A841,Santa Catarina,"210,6","931,4","0,6",
julho 2015,13.9,A841,Santa Catarina,"312,6","929,7","0,4",
agosto 2015,18.0,A841,Santa Catarina,"49,2","929,5","0,6",
setembro 2015,17.5,A841,Santa Catarina,"250,8","926,1","0,7",
outubro 2015,19.1,A841,Santa Catarina,321,"926,9","0,4",
novembro 2015,19.7,A841,Santa Catarina,"258,8","924,7","0,3",
dezembro 2015,21.7,A841,Santa Catarina,344,"925,3","0,3",
janeiro 2016,22.9,A841,Santa Catarina,87,"925,2","0,3",
fevereiro 2016,22.5,A841,Santa Catarina,"192,8","926,3","0,1",
marco 2016,19.6,A841,Santa Catarina,"240,8","927,9","0,2",
abril 2016,,A841,Santa Catarina,,,,
maio 2016,,A841,Santa Catarina,,,,
junho 2016,10.1,A841,Santa Catarina,"44,4","933,2","2,4",
julho 2016,13.4,A841,Santa Catarina,"67,4","930,1","2,9",
agosto 2016,14.4,A841,Santa Catarina,"191,2","929,3","2,7",
setembro 2016,15.2,A841,Santa Catarina,"71,6","929,8","2,9",
outubro 2016,17.7,A841,Santa Catarina,,,,
novembro 2016,,A841,Santa Catarina,,,,
dezembro 2016,,A841,Santa Catarina,,,,
janeiro 2017,22.3,A841,Santa Catarina,118,926,"2,4",
fevereiro 2017,22.2,A841,Santa Catarina,"183,6",926,"2,5",
marco 2017,20.4,A841,Santa Catarina,171,"927,7","2,7",
abril 2017,18.3,A841,Santa Catarina,,"928,5",3,
maio 2017,16.4,A841,Santa Catarina,"358,2","928,7","2,6",
junho 2017,15.4,A841,Santa Catarina,,"930,6","2,8",
julho 2017,16.1,A841,Santa Catarina,,"934,7",3,
agosto 2017,16.6,A841,Santa Catarina,,"928,9","3,3",
setembro 2017,20.3,A841,Santa Catarina,"24,6",930,"3,2",
outubro 2017,18.2,A841,Santa Catarina,"251,8",926,"3,2",
novembro 2017,19.2,A841,Santa Catarina,"137,2","924,9","2,9",
dezembro 2017,22.2,A841,Santa Catarina,"151,8","924,3","2,8",
janeiro 2018,21.2,A841,Santa Catarina,"262,4","925,4","2,6",
fevereiro 2018,20.6,A841,Santa Catarina,"106,8","926,2","2,5",
marco 2018,20.9,A841,Santa Catarina,"237,4","925,6",2,
abril 2018,19.5,A841,Santa Catarina,39,930,"2,4",
maio 2018,17.6,A841,Santa Catarina,,"930,5","2,9",
junho 2018,15.7,A841,Santa Catarina,,,,
julho 2018,16.8,A841,Santa Catarina,,"930,2","2,7",
agosto 2018,,A841,Santa Catarina,,"930,7","2,9",
setembro 2018,17.4,A841,Santa Catarina,"210,2",927,3,
outubro 2018,18.2,A841,Santa Catarina,"346,8","926,5",3,
novembro 2018,20.6,A841,Santa Catarina,"186,8","926,1","3,2",
dezembro 2018,21.8,A841,Santa Catarina,"188,2","926,2","2,7",
janeiro 2019,23.3,A841,Santa Catarina,"185,6","927,3","2,5",
fevereiro 2019,20.5,A841,Santa Catarina,,,,
marco 2019,19.7,A841,Santa Catarina,"204,8","928,3",,
abril 2019,19.2,A841,Santa Catarina,"157,6","927,5",,
maio 2019,17.3,A841,Santa Catarina,"313,2","928,3",,
junho 2019,17.3,A841,Santa Catarina,,"931,2",,
julho 2019,16.0,A841,Santa Catarina,,930,,
agosto 2019,17.3,A841,Santa Catarina,,"931,3",,
setembro 2019,19.3,A841,Santa Catarina,,"928,5",,
outubro 2019,20.1,A841,Santa Catarina,"219,6","927,2",,
novembro 2019,20.7,A841,Santa Catarina,"187,2","925,5",,
dezembro 2019,21.6,A841,Santa Catarina,"92,4","925,5",,
janeiro 2020,22.1,A841,Santa Catarina,"120,8","924,9",,
fevereiro 2020,21.1,A841,Santa Catarina,"183,8","926,9",,
marco 2020,21.3,A841,Santa Catarina,"59,8","928,2",,
abril 2020,18.5,A841,Santa Catarina,,"929,6",,
maio 2020,,A841,Santa Catarina,,,,
junho 2020,16.6,A841,Santa Catarina,,"928,8",3,
julho 2020,16.3,A841,Santa Catarina,,"929,3","2,8",
agosto 2020,17.6,A841,Santa Catarina,,"929,6","3,1",
setembro 2020,19.7,A841,Santa Catarina,,"928,2","3,2",
outubro 2020,20.8,A841,Santa Catarina,"20,6","926,4","3,4",
novembro 2020,20.4,A841,Santa Catarina,"102,2","926,8","2,9",
dezembro 2020,21.7,A841,Santa Catarina,216,"925,1","2,8",
janeiro 2021,21.5,A841,Santa Catarina,"414,8","925,4","2,7",
fevereiro 2021,20.7,A841,Santa Catarina,"96,8","925,6","2,5",
marco 2021,20.8,A841,Santa Catarina,"132,2","926,3","2,3",
abril 2021,18.6,A841,Santa Catarina,,"929,7","2,5",
maio 2021,,A841,Santa Catarina,,"929,3","2,4",
junho 2021,,A841,Santa Catarina,,,,
julho 2021,,A841,Santa Catarina,,,,
agosto 2021,19.4,A841,Santa Catarina,,"929,7","3,4",
setembro 2021,19.2,A841,Santa Catarina,,"927,7","3,1",
outubro 2021,18.4,A841,Santa Catarina,,927,"2,9",
novembro 2021,21.2,A841,Santa Catarina,"91,2","925,1","2,9",
dezembro 2021,22.8,A841,Santa Catarina,"51,2","924,5",3,
janeiro 2022,22.9,A841,Santa Catarina,"174,4",925,"2,7",
fevereiro 2022,22.7,A841,Santa Catarina,76,"925,6","2,5",
marco 2022,20.7,A841,Santa Catarina,"304,8","926,6","2,3",
abril 2022,18.7,A841,Santa Catarina,,928,"2,5",
maio 2022,,A841,Santa Catarina,,"928,9","2,4",
junho 2022,,A841,Santa Catarina,,,,
julho 2022,18.0,A841,Santa Catarina,,"929,2","3,1",
agosto 2022,,A841,Santa Catarina,,,,
setembro 2022,,A841,Santa Catarina,,,,
outubro 2022,18.4,A841,Santa Catarina,,"926,4","2,6",
novembro 2022,19.9,A841,Santa Catarina,,"927,4","2,9",
dezembro 2022,21.6,A841,Santa Catarina,"133,6","924,4","2,7",
janeiro 2023,22.1,A841,Santa Catarina,"135,8","925,5","2,5",
fevereiro 2023,21.1,A841,Santa Catarina,,926,"2,2",
marco 2023,21.6,A841,Santa Catarina,"91,4","927,5","2,6",
abril 2023,18.9,A841,Santa Catarina,,"927,6","2,7",
maio 2023,,A841,Santa Catarina,,"930,3","2,3",
junho 2023,,A841,Santa Catarina,,,,
julho 2023,14.9,A841,Santa Catarina,,"930,8","2,8",
agosto 2023,15.8,A841,Santa Catarina,"93,4","928,7","2,8",
setembro 2023,19.1,A841,Santa Catarina,"214,6","926,7","3,5",
outubro 2023,18.4,A841,Santa Catarina,"560,4","925,3","2,7",
novembro 2023,20.5,A841,Santa Catarina,"478,6","924,7","3,1",
dezembro 2023,22.4,A841,Santa Catarina,"124,6","925,8","2,6",
janeiro 2024,,A841,Santa Catarina,317,"925,9","2,8",
fevereiro 2024,,A841,Santa Catarina,"92,4","927,1","2,7",
marco 2024,,A841,Santa Catarina,106,"927,4","2,4",
abril 2024,,A841,Santa Catarina,"169,8","927,5","2,6",
maio 2024,,A841,Santa Catarina,,,,
junho 2024,,A841,Santa Catarina,,,,
julho 2024,,A841,Santa Catarina,,,,
agosto 2024,,A841,Santa Catarina,,,,
setembro 2024,,A841,Santa Catarina,,,,
outubro 2024,,A841,Santa Catarina,,,,
novembro 2024,,A841,Santa Catarina,,,,
dezembro 2024,,A841,Santa Catarina,,,,
janeiro 2014,23.5,A840,Rio Grande do Sul,"78,2","942,8","2,7",
fevereiro 2014,23.0,A840,Rio Grande do Sul,"206,2","943,2","2,8",
marco 2014,20.1,A840,Rio Grande do Sul,"187,2","943,5","2,6",
abril 2014,18.1,A840,Rio Grande do Sul,"127,8","945,9","2,9",
maio 2014,14.4,A840,Rio Grande do Sul,"145,6",946,"2,4",
junho 2014,13.2,A840,Rio Grande do Sul,"242,8","945,8",3,
julho 2014,13.6,A840,Rio Grande do Sul,"135,6","949,1","3,2",
agosto 2014,14.9,A840,Rio Grande do Sul,"113,6","947,2",3,
setembro 2014,16.7,A840,Rio Grande do Sul,"206,2","944,2","3,3",
outubro 2014,18.9,A840,Rio Grande do Sul,174,"944,9","3,3",
novembro 2014,20.4,A840,Rio Grande do Sul,"114,2","942,6","2,9",
dezembro 2014,21.3,A840,Rio Grande do Sul,"292,4","941,9","2,9",
janeiro 2015,22.3,A840,Rio Grande do Sul,137,"943,5","2,6",
fevereiro 2015,21.6,A840,Rio Grande do Sul,"130,4","942,8","2,6",
marco 2015,20.9,A840,Rio Grande do Sul,"55,6","944,1","2,6",
abril 2015,18.3,A840,Rio Grande do Sul,"136,6","945,8","2,4",
maio 2015,15.7,A840,Rio Grande do Sul,115,"946,9","2,8",
junho 2015,13.6,A840,Rio Grande do Sul,203,"948,4","2,8",
julho 2015,,A840,Rio Grande do Sul,,,,
agosto 2015,,A840,Rio Grande do Sul,,,,
setembro 2015,,A840,Rio Grande do Sul,,,,
outubro 2015,17.1,A840,Rio Grande do Sul,,"943,2","2,9",
novembro 2015,18.6,A840,Rio Grande do Sul,"144,8","941,3","2,9",
dezembro 2015,21.2,A840,Rio Grande do Sul,"168,4","941,1","2,8",
janeiro 2016,22.8,A840,Rio Grande do Sul,,"941,6","2,8",
fevereiro 2016,22.7,A840,Rio Grande do Sul,,"942,3","2,6",
marco 2016,19.6,A840,Rio Grande do Sul,"243,4","944,3","2,8",
abril 2016,19.9,A840,Rio Grande do Sul,"259,6","943,8","2,8",
maio 2016,12.5,A840,Rio Grande do Sul,60,"947,2","2,3",
junho 2016,9.9,A840,Rio Grande do Sul,"6,8","949,2","2,1",
julho 2016,12.8,A840,Rio Grande do Sul,"192,4","946,3",3,
agosto 2016,14.5,A840,Rio Grande do Sul,"110,2","945,6","2,9",
setembro 2016,14.2,A840,Rio Grande do Sul,85,"946,3","2,9",
outubro 2016,17.1,A840,Rio Grande do Sul,367,"943,1","3,4",
novembro 2016,18.6,A840,Rio Grande do Sul,"104,4","942,8","2,8",
dezembro 2016,21.6,A840,Rio Grande do Sul,"78,8","941,1","2,9",
janeiro 2017,22.2,A840,Rio Grande do Sul,"137,6","942,1","2,7",
fevereiro 2017,22.9,A840,Rio Grande do Sul,,942,"2,6",
marco 2017,20.3,A840,Rio Grande do Sul,250,"944,1","2,8",
abril 2017,17.4,A840,Rio Grande do Sul,"157,2","945,2","2,9",
maio 2017,16.0,A840,Rio Grande do Sul,"310,4","945,2",3,
junho 2017,13.9,A840,Rio Grande do Sul,"154,6","946,6",3,
julho 2017,14.5,A840,Rio Grande do Sul,"29,2","951,3","3,3",
agosto 2017,15.5,A840,Rio Grande do Sul,114,"945,6","3,3",
setembro 2017,19.0,A840,Rio Grande do Sul,,"946,3",3,
outubro 2017,17.7,A840,Rio Grande do Sul,"184,2",942,"3,2",
novembro 2017,18.1,A840,Rio Grande do Sul,"162,4","941,4","2,9",
dezembro 2017,21.7,A840,Rio Grande do Sul,"95,4","940,7","2,8",
janeiro 2018,21.4,A840,Rio Grande do Sul,"146,6","941,4","2,8",
fevereiro 2018,21.0,A840,Rio Grande do Sul,85,"942,5","2,8",
marco 2018,20.4,A840,Rio Grande do Sul,"82,4","941,8","2,4",
abril 2018,20.3,A840,Rio Grande do Sul,"82,2","946,2","2,5",
maio 2018,15.5,A840,Rio Grande do Sul,"118,6","946,7","2,7",
junho 2018,11.7,A840,Rio Grande do Sul,"179,4",947,"2,4",
julho 2018,13.1,A840,Rio Grande do Sul,163,"946,9","2,9",
agosto 2018,12.0,A840,Rio Grande do Sul,177,"947,4","2,9",
setembro 2018,17.0,A840,Rio Grande do Sul,"221,4","943,8",3,
outubro 2018,17.2,A840,Rio Grande do Sul,221,"943,3","3,1",
novembro 2018,20.1,A840,Rio Grande do Sul,"186,2","942,4",3,
dezembro 2018,21.2,A840,Rio Grande do Sul,"139,6","942,3","2,6",
janeiro 2019,23.5,A840,Rio Grande do Sul,"131,4",943,"2,8",
fevereiro 2019,21.1,A840,Rio Grande do Sul,"72,8","942,5","2,6",
marco 2019,19.8,A840,Rio Grande do Sul,"82,6","944,7","2,6",
abril 2019,18.9,A840,Rio Grande do Sul,161,"943,9","2,3",
maio 2019,,A840,Rio Grande do Sul,,,,
junho 2019,16.2,A840,Rio Grande do Sul,"35,8","947,2","3,1",
julho 2019,12.2,A840,Rio Grande do Sul,"77,4","947,4","2,8",
agosto 2019,13.5,A840,Rio Grande do Sul,"90,8","949,3","3,2",
setembro 2019,15.4,A840,Rio Grande do Sul,79,"945,4",3,
outubro 2019,18.5,A840,Rio Grande do Sul,"258,4","943,7",3,
novembro 2019,19.9,A840,Rio Grande do Sul,"157,6",942,"2,9",
dezembro 2019,22.3,A840,Rio Grande do Sul,"33,4","941,4","2,9",
